----------------
running with CPU
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
--- calculateDistanceToHigher: 18.1405 ms
--- calculateLocalDensity:     22.3232 ms
--- findSeedAndFollowers:      3.17488 ms
--- assignClusters:            1.16581 ms
Elapsed time: 66.6123 ms
--- prepareDataStructures:     4.78575 ms
--- calculateDistanceToHigher: 18.245 ms
--- calculateLocalDensity:     22.0343 ms
--- findSeedAndFollowers:      3.16415 ms
--- assignClusters:            1.17874 ms
Elapsed time: 66.5444 ms
--- prepareDataStructures:     4.80754 ms
--- calculateDistanceToHigher: 18.0293 ms
--- calculateLocalDensity:     22.0979 ms
--- findSeedAndFollowers:      3.16525 ms
--- assignClusters:            1.16007 ms
Elapsed time: 66.4443 ms
--- prepareDataStructures:     4.8063 ms
--- calculateDistanceToHigher: 18.1512 ms
--- calculateLocalDensity:     22.0378 ms
--- findSeedAndFollowers:      3.16739 ms
--- assignClusters:            1.16131 ms
Elapsed time: 66.4483 ms
--- prepareDataStructures:     4.77858 ms
--- calculateDistanceToHigher: 18.1385 ms
--- calculateLocalDensity:     22.0041 ms
--- findSeedAndFollowers:      3.15545 ms
--- assignClusters:            1.16015 ms
Elapsed time: 66.443 ms
--- prepareDataStructures:     5.10746 ms
--- calculateDistanceToHigher: 18.3207 ms
--- calculateLocalDensity:     22.1124 ms
--- findSeedAndFollowers:      3.28262 ms
--- assignClusters:            1.1475 ms
Elapsed time: 67.2807 ms
--- prepareDataStructures:     4.74358 ms
--- calculateDistanceToHigher: 18.168 ms
--- calculateLocalDensity:     22.114 ms
--- findSeedAndFollowers:      3.25839 ms
--- assignClusters:            1.14028 ms
Elapsed time: 66.5739 ms
--- prepareDataStructures:     4.85164 ms
--- calculateDistanceToHigher: 18.1251 ms
--- calculateLocalDensity:     22.2347 ms
--- findSeedAndFollowers:      3.22714 ms
--- assignClusters:            1.2196 ms
Elapsed time: 66.7814 ms
--- prepareDataStructures:     4.85225 ms
--- calculateDistanceToHigher: 18.2646 ms
--- calculateLocalDensity:     23.2865 ms
--- findSeedAndFollowers:      3.26946 ms
--- assignClusters:            1.1862 ms
Elapsed time: 68.143 ms
--- prepareDataStructures:     4.88561 ms
--- calculateDistanceToHigher: 18.4805 ms
--- calculateLocalDensity:     22.181 ms
--- findSeedAndFollowers:      3.17131 ms
--- assignClusters:            1.15876 ms
Elapsed time: 67.2264 ms
--- prepareDataStructures:     4.83933 ms
--- calculateDistanceToHigher: 18.5233 ms
--- calculateLocalDensity:     22.6985 ms
--- findSeedAndFollowers:      3.19525 ms
--- assignClusters:            1.25648 ms
Elapsed time: 67.6094 ms
--- prepareDataStructures:     4.7893 ms
--- calculateDistanceToHigher: 18.2968 ms
--- calculateLocalDensity:     22.2515 ms
--- findSeedAndFollowers:      3.15711 ms
--- assignClusters:            1.14562 ms
Elapsed time: 66.7023 ms
--- prepareDataStructures:     4.71469 ms
--- calculateDistanceToHigher: 18.109 ms
--- calculateLocalDensity:     22.0479 ms
--- findSeedAndFollowers:      3.23371 ms
--- assignClusters:            1.15967 ms
Elapsed time: 66.3833 ms
--- prepareDataStructures:     4.78925 ms
--- calculateDistanceToHigher: 18.1285 ms
--- calculateLocalDensity:     22.0643 ms
--- findSeedAndFollowers:      3.32382 ms
--- assignClusters:            1.25457 ms
Elapsed time: 66.6982 ms
--- prepareDataStructures:     4.9419 ms
--- calculateDistanceToHigher: 18.207 ms
--- calculateLocalDensity:     22.1092 ms
--- findSeedAndFollowers:      3.15989 ms
--- assignClusters:            1.16455 ms
Elapsed time: 66.7116 ms
--- prepareDataStructures:     4.86821 ms
--- calculateDistanceToHigher: 18.2789 ms
--- calculateLocalDensity:     22.2577 ms
--- findSeedAndFollowers:      3.17702 ms
--- assignClusters:            1.19487 ms
Elapsed time: 66.9417 ms
--- prepareDataStructures:     4.74286 ms
--- calculateDistanceToHigher: 18.086 ms
--- calculateLocalDensity:     22.1026 ms
--- findSeedAndFollowers:      3.1842 ms
--- assignClusters:            1.17686 ms
Elapsed time: 66.38 ms
--- prepareDataStructures:     4.72359 ms
--- calculateDistanceToHigher: 18.1588 ms
--- calculateLocalDensity:     22.2715 ms
--- findSeedAndFollowers:      3.15693 ms
--- assignClusters:            1.13881 ms
Elapsed time: 66.5315 ms
--- prepareDataStructures:     4.7283 ms
--- calculateDistanceToHigher: 18.1607 ms
--- calculateLocalDensity:     22.3518 ms
--- findSeedAndFollowers:      3.30764 ms
--- assignClusters:            1.16811 ms
Elapsed time: 66.9324 ms
--- prepareDataStructures:     4.76715 ms
--- calculateDistanceToHigher: 18.1137 ms
--- calculateLocalDensity:     22.1315 ms
--- findSeedAndFollowers:      3.15714 ms
--- assignClusters:            1.17352 ms
Elapsed time: 66.5186 ms
--- prepareDataStructures:     4.73427 ms
--- calculateDistanceToHigher: 18.2188 ms
--- calculateLocalDensity:     22.1896 ms
--- findSeedAndFollowers:      3.19149 ms
--- assignClusters:            1.17738 ms
Elapsed time: 66.6615 ms
--- prepareDataStructures:     4.7587 ms
--- calculateDistanceToHigher: 18.3401 ms
--- calculateLocalDensity:     22.2742 ms
--- findSeedAndFollowers:      3.16619 ms
--- assignClusters:            1.15877 ms
Elapsed time: 66.8789 ms
--- prepareDataStructures:     4.77346 ms
--- calculateDistanceToHigher: 18.3449 ms
--- calculateLocalDensity:     22.3467 ms
--- findSeedAndFollowers:      3.34232 ms
--- assignClusters:            1.17022 ms
Elapsed time: 67.1184 ms
--- prepareDataStructures:     4.78885 ms
--- calculateDistanceToHigher: 18.4043 ms
--- calculateLocalDensity:     22.2113 ms
--- findSeedAndFollowers:      3.25719 ms
--- assignClusters:            1.16805 ms
Elapsed time: 66.9089 ms
--- prepareDataStructures:     4.90603 ms
--- calculateDistanceToHigher: 18.0257 ms
--- calculateLocalDensity:     22.1068 ms
--- findSeedAndFollowers:      3.16661 ms
--- assignClusters:            1.16924 ms
Elapsed time: 66.4896 ms
--- prepareDataStructures:     4.72936 ms
--- calculateDistanceToHigher: 18.5055 ms
--- calculateLocalDensity:     22.2468 ms
--- findSeedAndFollowers:      3.17259 ms
--- assignClusters:            1.15319 ms
Elapsed time: 67.0256 ms
--- prepareDataStructures:     4.85565 ms
--- calculateDistanceToHigher: 18.4434 ms
--- calculateLocalDensity:     22.145 ms
--- findSeedAndFollowers:      3.18124 ms
--- assignClusters:            1.21216 ms
Elapsed time: 66.9785 ms
--- prepareDataStructures:     4.74232 ms
--- calculateDistanceToHigher: 18.1312 ms
--- calculateLocalDensity:     22.0282 ms
--- findSeedAndFollowers:      3.15524 ms
--- assignClusters:            1.20189 ms
Elapsed time: 66.3935 ms
--- prepareDataStructures:     4.78098 ms
--- calculateDistanceToHigher: 17.9624 ms
--- calculateLocalDensity:     52.5831 ms
--- findSeedAndFollowers:      5.99941 ms
--- assignClusters:            1.24079 ms
Elapsed time: 99.8611 ms
--- prepareDataStructures:     4.83435 ms
--- calculateDistanceToHigher: 18.2167 ms
--- calculateLocalDensity:     21.9984 ms
--- findSeedAndFollowers:      3.23485 ms
--- assignClusters:            1.17282 ms
Elapsed time: 84.7841 ms
--- prepareDataStructures:     4.72711 ms
--- calculateDistanceToHigher: 18.0237 ms
--- calculateLocalDensity:     22.7898 ms
--- findSeedAndFollowers:      3.31205 ms
--- assignClusters:            1.19324 ms
Elapsed time: 67.2144 ms
--- prepareDataStructures:     4.83976 ms
--- calculateDistanceToHigher: 18.1719 ms
--- calculateLocalDensity:     22.337 ms
--- findSeedAndFollowers:      3.1646 ms
--- assignClusters:            1.16833 ms
Elapsed time: 66.7745 ms
--- prepareDataStructures:     4.73033 ms
--- calculateDistanceToHigher: 18.1623 ms
--- calculateLocalDensity:     22.4433 ms
--- findSeedAndFollowers:      3.20974 ms
--- assignClusters:            1.17703 ms
Elapsed time: 66.8439 ms
--- prepareDataStructures:     4.74372 ms
--- calculateDistanceToHigher: 18.2428 ms
--- calculateLocalDensity:     22.2347 ms
--- findSeedAndFollowers:      3.17101 ms
--- assignClusters:            1.16355 ms
Elapsed time: 66.6508 ms
--- prepareDataStructures:     4.70635 ms
--- calculateDistanceToHigher: 18.2724 ms
--- calculateLocalDensity:     22.2992 ms
--- findSeedAndFollowers:      3.15655 ms
--- assignClusters:            1.14034 ms
Elapsed time: 66.6262 ms
--- prepareDataStructures:     4.8631 ms
--- calculateDistanceToHigher: 18.3779 ms
--- calculateLocalDensity:     22.3483 ms
--- findSeedAndFollowers:      3.16649 ms
--- assignClusters:            1.15782 ms
Elapsed time: 66.9805 ms
--- prepareDataStructures:     4.71905 ms
--- calculateDistanceToHigher: 18.1139 ms
--- calculateLocalDensity:     22.3561 ms
--- findSeedAndFollowers:      3.23896 ms
--- assignClusters:            1.16262 ms
Elapsed time: 66.6836 ms
--- prepareDataStructures:     4.72117 ms
--- calculateDistanceToHigher: 18.5916 ms
--- calculateLocalDensity:     22.3389 ms
--- findSeedAndFollowers:      3.18533 ms
--- assignClusters:            1.19736 ms
Elapsed time: 67.1159 ms
--- prepareDataStructures:     4.82097 ms
--- calculateDistanceToHigher: 18.1149 ms
--- calculateLocalDensity:     22.1486 ms
--- findSeedAndFollowers:      3.17108 ms
--- assignClusters:            1.14042 ms
Elapsed time: 66.5192 ms
--- prepareDataStructures:     4.79731 ms
--- calculateDistanceToHigher: 18.0171 ms
--- calculateLocalDensity:     22.6764 ms
--- findSeedAndFollowers:      3.24887 ms
--- assignClusters:            1.18094 ms
Elapsed time: 67.1804 ms
--- prepareDataStructures:     4.85109 ms
--- calculateDistanceToHigher: 18.5004 ms
--- calculateLocalDensity:     22.4775 ms
--- findSeedAndFollowers:      3.25468 ms
--- assignClusters:            1.20248 ms
Elapsed time: 67.5444 ms
--- prepareDataStructures:     4.82358 ms
--- calculateDistanceToHigher: 18.364 ms
--- calculateLocalDensity:     22.3022 ms
--- findSeedAndFollowers:      3.3868 ms
--- assignClusters:            1.20883 ms
Elapsed time: 67.2388 ms
--- prepareDataStructures:     4.83964 ms
--- calculateDistanceToHigher: 18.4735 ms
--- calculateLocalDensity:     22.8584 ms
--- findSeedAndFollowers:      3.21334 ms
--- assignClusters:            1.14591 ms
Elapsed time: 67.7217 ms
--- prepareDataStructures:     4.71025 ms
--- calculateDistanceToHigher: 18.2591 ms
--- calculateLocalDensity:     22.0651 ms
--- findSeedAndFollowers:      3.18471 ms
--- assignClusters:            1.20451 ms
Elapsed time: 66.6062 ms
--- prepareDataStructures:     4.71268 ms
--- calculateDistanceToHigher: 17.8708 ms
--- calculateLocalDensity:     22.1974 ms
--- findSeedAndFollowers:      3.18697 ms
--- assignClusters:            1.18826 ms
Elapsed time: 66.3808 ms
--- prepareDataStructures:     4.68052 ms
--- calculateDistanceToHigher: 18.2233 ms
--- calculateLocalDensity:     22.1747 ms
--- findSeedAndFollowers:      3.15878 ms
--- assignClusters:            1.16346 ms
Elapsed time: 66.4836 ms
--- prepareDataStructures:     4.66766 ms
--- calculateDistanceToHigher: 18.3095 ms
--- calculateLocalDensity:     22.0981 ms
--- findSeedAndFollowers:      3.1811 ms
--- assignClusters:            1.17369 ms
Elapsed time: 66.4945 ms
--- prepareDataStructures:     4.70363 ms
--- calculateDistanceToHigher: 18.3188 ms
--- calculateLocalDensity:     22.3613 ms
--- findSeedAndFollowers:      3.16483 ms
--- assignClusters:            1.17806 ms
Elapsed time: 66.9025 ms
--- prepareDataStructures:     4.77202 ms
--- calculateDistanceToHigher: 18.008 ms
--- calculateLocalDensity:     22.0163 ms
--- findSeedAndFollowers:      3.18831 ms
--- assignClusters:            1.18893 ms
Elapsed time: 66.3356 ms
--- prepareDataStructures:     4.77684 ms
--- calculateDistanceToHigher: 18.2158 ms
--- calculateLocalDensity:     22.0973 ms
--- findSeedAndFollowers:      3.17549 ms
--- assignClusters:            1.18023 ms
Elapsed time: 66.5313 ms
--- prepareDataStructures:     4.85994 ms
--- calculateDistanceToHigher: 18.36 ms
--- calculateLocalDensity:     22.203 ms
--- findSeedAndFollowers:      3.17481 ms
--- assignClusters:            1.17386 ms
Elapsed time: 66.8649 ms
--- prepareDataStructures:     5.05665 ms
--- calculateDistanceToHigher: 19.0872 ms
--- calculateLocalDensity:     23.6212 ms
--- findSeedAndFollowers:      3.45876 ms
--- assignClusters:            1.23919 ms
Elapsed time: 69.7458 ms
--- prepareDataStructures:     5.24281 ms
--- calculateDistanceToHigher: 19.4484 ms
--- calculateLocalDensity:     23.7464 ms
--- findSeedAndFollowers:      3.40895 ms
--- assignClusters:            1.22204 ms
Elapsed time: 71.2194 ms
--- prepareDataStructures:     5.144 ms
--- calculateDistanceToHigher: 19.3186 ms
--- calculateLocalDensity:     23.925 ms
--- findSeedAndFollowers:      3.30645 ms
--- assignClusters:            1.20183 ms
Elapsed time: 70.3144 ms
--- prepareDataStructures:     5.05736 ms
--- calculateDistanceToHigher: 19.589 ms
--- calculateLocalDensity:     23.4967 ms
--- findSeedAndFollowers:      3.27371 ms
--- assignClusters:            1.16303 ms
Elapsed time: 69.8275 ms
--- prepareDataStructures:     5.00965 ms
--- calculateDistanceToHigher: 18.6167 ms
--- calculateLocalDensity:     22.4738 ms
--- findSeedAndFollowers:      3.27419 ms
--- assignClusters:            1.15731 ms
Elapsed time: 67.9184 ms
--- prepareDataStructures:     4.8126 ms
--- calculateDistanceToHigher: 18.5918 ms
--- calculateLocalDensity:     22.6163 ms
--- findSeedAndFollowers:      3.1675 ms
--- assignClusters:            1.15795 ms
Elapsed time: 67.4943 ms
--- prepareDataStructures:     4.90995 ms
--- calculateDistanceToHigher: 18.2952 ms
--- calculateLocalDensity:     22.5603 ms
--- findSeedAndFollowers:      3.22633 ms
--- assignClusters:            1.14016 ms
Elapsed time: 67.4065 ms
--- prepareDataStructures:     4.83663 ms
--- calculateDistanceToHigher: 18.3321 ms
--- calculateLocalDensity:     22.4542 ms
--- findSeedAndFollowers:      3.20736 ms
--- assignClusters:            1.17618 ms
Elapsed time: 67.2043 ms
--- prepareDataStructures:     4.75007 ms
--- calculateDistanceToHigher: 18.2762 ms
--- calculateLocalDensity:     22.0268 ms
--- findSeedAndFollowers:      3.20681 ms
--- assignClusters:            1.16296 ms
Elapsed time: 66.5256 ms
--- prepareDataStructures:     4.74609 ms
--- calculateDistanceToHigher: 18.1657 ms
--- calculateLocalDensity:     22.3163 ms
--- findSeedAndFollowers:      3.22781 ms
--- assignClusters:            1.13287 ms
Elapsed time: 66.7542 ms
--- prepareDataStructures:     4.84129 ms
--- calculateDistanceToHigher: 18.0266 ms
--- calculateLocalDensity:     22.2209 ms
--- findSeedAndFollowers:      3.17975 ms
--- assignClusters:            1.17562 ms
Elapsed time: 66.5264 ms
--- prepareDataStructures:     4.75827 ms
--- calculateDistanceToHigher: 18.2349 ms
--- calculateLocalDensity:     22.1939 ms
--- findSeedAndFollowers:      3.14536 ms
--- assignClusters:            1.14677 ms
Elapsed time: 66.7373 ms
--- prepareDataStructures:     4.74536 ms
--- calculateDistanceToHigher: 18.0313 ms
--- calculateLocalDensity:     22.2038 ms
--- findSeedAndFollowers:      3.21264 ms
--- assignClusters:            1.18688 ms
Elapsed time: 66.4925 ms
--- prepareDataStructures:     4.76467 ms
--- calculateDistanceToHigher: 17.9973 ms
--- calculateLocalDensity:     22.3602 ms
--- findSeedAndFollowers:      3.14254 ms
--- assignClusters:            1.17916 ms
Elapsed time: 66.5617 ms
--- prepareDataStructures:     4.73219 ms
--- calculateDistanceToHigher: 18.0736 ms
--- calculateLocalDensity:     22.2881 ms
--- findSeedAndFollowers:      3.17207 ms
--- assignClusters:            1.17632 ms
Elapsed time: 66.5867 ms
--- prepareDataStructures:     4.74594 ms
--- calculateDistanceToHigher: 18.289 ms
--- calculateLocalDensity:     22.5363 ms
--- findSeedAndFollowers:      3.23825 ms
--- assignClusters:            1.2273 ms
Elapsed time: 67.298 ms
--- prepareDataStructures:     4.97084 ms
--- calculateDistanceToHigher: 18.3807 ms
--- calculateLocalDensity:     22.151 ms
--- findSeedAndFollowers:      3.14695 ms
--- assignClusters:            1.15934 ms
Elapsed time: 67.0938 ms
Finished running CLUE algorithm

input file data/input/toyDetector_2000.csv
output file data/output/toyDetector_2000_3_5_5_8.csv
Start to load input points
Finished loading input points
Start to run CLUE algorithm
--- prepareDataStructures:     14.1704 ms
--- calculateDistanceToHigher: 59.764 ms
--- calculateLocalDensity:     69.1987 ms
--- findSeedAndFollowers:      7.65143 ms
--- assignClusters:            2.61956 ms
Elapsed time: 229.67 ms
--- prepareDataStructures:     13.2121 ms
--- calculateDistanceToHigher: 59.2977 ms
--- calculateLocalDensity:     68.8647 ms
--- findSeedAndFollowers:      8.15157 ms
--- assignClusters:            2.86362 ms
Elapsed time: 174.458 ms
--- prepareDataStructures:     12.9756 ms
--- calculateDistanceToHigher: 59.119 ms
--- calculateLocalDensity:     65.9628 ms
--- findSeedAndFollowers:      7.18817 ms
--- assignClusters:            2.552 ms
Elapsed time: 169.722 ms
--- prepareDataStructures:     10.5621 ms
--- calculateDistanceToHigher: 44.2685 ms
--- calculateLocalDensity:     51.4055 ms
--- findSeedAndFollowers:      6.36018 ms
